RowNumber,CustomerId,FullName,CreditScore,Province,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
318,15666252,Nguyễn Phương Linh,706.0,Đà Nẵng,Male,,9,0.0,2,1,1,28714.34,0
319,15677512,Lê Minh Anh,628.0,Hải Phòng,Female,22.0,3,0.0,1,1,0,85426.28,0
320,15626114,Lý Thị Lan,429.0,Cần Thơ,Male,,4,,1,1,0,46170.75,0
321,15810834,Dương Thùy Khoa,525.0,Lâm Đồng,Female,,2,145965.33,1,1,1,64448.36,0
322,15678910,Đặng Minh Mai,680.0,Khánh Hòa,Female,,8,141441.75,1,1,1,16278.97,0
324,15585215,Bùi Thùy Linh,763.0,Hải Phòng,Female,unknown,4,0.0,2,0,0,50404.72,0
325,15682757,Đặng Ngọc Mai,734.0,Khánh Hòa,Male,30.0,3,0.0,2,1,0,107640.25,0
326,15736601,Bùi Thanh Mai,,Hải Phòng,Male,35.0,4,144428.87,1,1,0,134132.65,0
327,15601848,Bùi Hữu Tuấn,210.0,Hà Nội,Male,108.0,2,0.0,2,1,0,103480.69,0
329,15669064,Nguyễn Xuân Dũng,671.0,Quảng Ninh,Male,35.0,1,144848.74,1,1,1,179012.3,0
330,15624528,Lê Hải Lan,664.0,Nghệ An,Male,26.0,7,116244.14,2,1,1,,0
331,15598493,Ngô Thị Mai,656.0,Lâm Đồng,Male,50.0,7,0.0,2,0,1,72143.44,0
332,15601274,Ngô Hữu Phúc,,Khánh Hòa,Female,40.0,1,146502.07,1,1,0,19162.89,0
333,15702669,Phạm Văn Dũng,663.0,Cần Thơ,Male,44.0,2,117028.6,2,0,1,144680.18,0
335,15742668,Nguyễn Phương Hà,626.0,Khánh Hòa,Female,37.0,6,108269.37,1,1,0,5597.94,0
337,15740476,Trần Thùy Linh,659.0,Kiên Giang,Female,32.0,3,150923.74,2,0,1,,0
338,15648064,Dương Minh Lan,nan,Kiên Giang,Male,unknown,2,0.0,2,1,0,2010.98,0
342,15786170,Dương Thùy Dũng,659.0,An Giang,Male,31.0,4,118342.26,1,0,0,,0
343,15681081,Trần Thanh Tâm,545.0,Cần Thơ,Female,47.0,5,0.0,2,1,1,38970.14,0
344,15684484,Nguyễn Minh Anh,543.0,Bà Rịa - Vũng Tàu,Male,22.0,8,0.0,2,0,0,127587.22,0
345,15785869,Lê Thùy Trang,718.0,Đồng Nai,Female,25.0,7,nan,2,1,0,30380.12,0
346,15763859,Võ Hữu Hùng,840.0,Đồng Nai,Female,,7,0.0,2,1,0,90908.95,0
347,15658935,Trần Hoàng Thảo,630.0,Quảng Ninh,Female,34.0,9,106937.05,2,1,0,138275.01,0
348,15747358,Bùi Thanh Lan,643.0,Nghệ An,Male,59.0,3,170331.37,1,1,1,32171.79,0
349,15735203,Hoàng Ngọc Minh,654.0,Thanh Hóa,Female,32.0,1,114510.85,1,1,1,126143.23,0
350,15576256,Ngô Thùy Huyền,582.0,Bình Dương,Male,39.0,5,,2,1,1,129892.93,0
351,15659420,Võ Minh Huyền,659.0,Bà Rịa - Vũng Tàu,Male,unknown,3,107594.11,2,1,1,102416.84,0
352,15593365,Võ Hải Lan,762.0,Kiên Giang,Male,39.0,2,nan,1,1,1,18719.67,0
353,15777352,Vũ Thùy Minh,568.0,TP.HCM,Female,32.0,7,169399.6,1,1,0,61936.22,0
354,15812007,Bùi Ngọc Khoa,670.0,Đà Nẵng,Male,25.0,6,,2,1,1,78358.94,0
355,15625461,Trần Văn Tuấn,613.0,Hà Nội,Female,45.0,1,187841.99,2,1,1,147224.27,0
356,15739438,Ngô Ngọc Hà,539.0,Nghệ An,Male,30.0,0,0.0,2,1,0,160979.66,0
357,15611759,Trần Thị Mai,850.0,Long An,Female,57.0,8,126776.3,2,1,1,132298.49,0
359,15633950,Bùi Tuấn Khoa,nan,Khánh Hòa,Male,41.0,1,101960.74,1,1,1,123547.28,0
360,15592386,Lê Minh Khánh,520.0,Hải Phòng,Male,58.0,3,0.0,2,0,1,32790.02,0
361,15803716,Dương Thùy Phúc,706.0,Bà Rịa - Vũng Tàu,Male,28.0,3,nan,2,0,1,181543.67,0
363,15706365,Bùi Minh Anh,648.0,Đồng Nai,Female,50.0,9,102535.57,1,1,1,189543.19,0
364,15745088,Trần Tuấn Khánh,443.0,Hà Nội,Female,,9,99027.61,2,1,0,10940.4,0
365,15676715,Lê Ngọc Hà,640.0,Bắc Ninh,Male,68.0,9,,2,1,1,,0
366,15613085,Hoàng Hoàng Linh,628.0,Nghệ An,Female,33.0,3,0.0,1,1,1,188193.25,0
367,15633537,Võ Thị Tâm,540.0,TP.HCM,Female,42.0,9,,2,1,0,172572.64,0
368,15594720,Bùi Phương Dũng,460.0,Thanh Hóa,Female,35.0,8,102742.91,2,1,1,189339.6,0
369,15684042,Lý Xuân Hải,636.0,Long An,Male,,2,40105.51,2,0,1,53512.16,0
370,15583303,Bùi Văn Phúc,nan,TP.HCM,Female,29.0,2,152265.43,1,1,0,34004.44,0
371,15611579,Lê Ngọc Nam,801.0,Bắc Ninh,Male,42.0,4,141947.67,1,1,1,10598.29,0
372,15774696,Hoàng Minh Phúc,640.0,Thừa Thiên Huế,Female,75.0,1,106307.91,2,0,1,,0
373,15694506,Nguyễn Thanh Khánh,611.0,An Giang,Male,31.0,0,107884.81,2,1,1,183487.98,0
374,15688074,Võ Phương Trang,802.0,Hà Nội,Male,31.0,1,125013.72,1,1,1,187658.09,0
375,15759537,Lê Thùy Thảo,249.0,TP.HCM,Male,117.0,7,nan,2,1,1,172459.39,0
376,15758449,Vũ Hải Phúc,769.0,Long An,Female,39.0,8,0.0,1,0,1,21016.0,0
378,15667871,Ngô Thị Khoa,572.0,Đà Nẵng,Male,35.0,4,152390.26,1,1,0,,0
379,15677371,Lê Thùy Mai,,Nghệ An,Female,30.0,2,34013.63,1,1,0,19570.63,0
381,15713578,Đặng Hải Dũng,483.0,Quảng Ninh,Female,50.0,9,0.0,2,1,1,,0
382,15591509,Phạm Hoàng Dũng,690.0,Hải Phòng,Male,,7,101583.11,2,1,0,123775.15,0
383,15568240,Hoàng Phương Khánh,492.0,Hà Nội,Female,30.0,10,77168.87,2,0,1,146700.22,0
384,15622993,Dương Ngọc Anh,709.0,Thanh Hóa,Male,28.0,8,124695.72,2,1,0,145251.35,0
385,15689294,Vũ Hữu Minh,705.0,Hà Nội,Male,44.0,3,105934.96,1,1,0,82463.69,0
386,15720910,Nguyễn Hoàng Phúc,560.0,Hà Nội,Female,66.0,9,0.0,1,1,1,15928.49,0
387,15721181,Dương Thanh Lan,nan,TP.HCM,Male,,6,0.0,2,1,0,45886.33,0
388,15776433,Lý Thị Phúc,730.0,Nghệ An,Male,62.0,2,0.0,2,1,1,186489.95,0
389,15748936,Phạm Hữu Hùng,709.0,Hà Nội,Female,45.0,2,0.0,2,0,1,162922.65,0
390,15717225,Bùi Ngọc Khánh,544.0,Quảng Ninh,Female,21.0,10,161525.96,2,1,0,9262.77,0
391,15685226,Đỗ Xuân Dũng,712.0,Hải Phòng,Female,29.0,7,147199.07,1,1,1,84932.4,0
392,15785611,Võ Minh Hùng,752.0,Bình Dương,Male,38.0,3,nan,1,1,1,71557.12,0
395,15620505,Ngô Phương Tâm,594.0,Hà Nội,Female,24.0,0,97378.54,1,1,1,,0
396,15807432,Bùi Hoàng Huyền,216.0,Bình Dương,Female,101.0,2,,2,0,1,153400.24,0
397,15584766,Lê Ngọc Hải,,Bình Dương,Male,33.0,3,,1,1,1,371.05,0
398,15612187,Võ Minh Anh,188.0,Bình Dương,Male,106.0,8,1200442.890794384,1,1,0,67789.99,0
399,15762218,Võ Thùy Anh,701.0,Hải Phòng,Female,,9,0.0,2,0,1,145894.9,0
401,15690452,Bùi Ngọc Hải,605.0,Đồng Nai,Male,52.0,1,63349.75,1,1,0,108887.44,0
402,15747795,Bùi Thanh Nam,,Thanh Hóa,Female,38.0,4,129499.42,1,1,1,154071.27,0
403,15781589,Đặng Thị Trang,nan,Bình Dương,Male,52.0,8,,2,0,1,179291.85,0
404,15732674,Dương Hoàng Khánh,443.0,TP.HCM,Male,36.0,6,70438.01,2,0,1,56937.43,0
405,15642291,Lê Thùy Linh,685.0,Bình Dương,Male,unknown,8,0.0,2,1,1,112239.03,0
406,15692761,Nguyễn Tuấn Hùng,718.0,Đà Nẵng,Male,unknown,9,0.0,1,1,0,45909.87,0
408,15745354,Võ Tuấn Dũng,611.0,Cần Thơ,Female,,4,0.0,2,1,0,125696.26,0
409,15701376,Vũ Hoàng Hùng,668.0,TP.HCM,Male,37.0,10,152958.29,2,1,1,159585.61,0
410,15691625,Bùi Hải Nam,537.0,Đồng Nai,Female,41.0,3,138306.34,1,1,0,106761.47,0
411,15566594,Dương Phương Huyền,709.0,Bình Dương,Male,23.0,10,0.0,2,0,0,129590.18,0
412,15760431,Lý Minh Lan,850.0,Nghệ An,Male,38.0,1,,2,1,1,80006.65,0
413,15686302,Trần Tuấn Khánh,745.0,Thanh Hóa,Female,31.0,3,124328.84,1,1,1,140451.52,0
415,15810432,Vũ Thùy Hải,795.0,Kiên Giang,Male,35.0,8,0.0,2,1,0,,0
416,15809616,Trần Minh Thảo,,Bắc Ninh,Male,26.0,8,0.0,2,0,0,191420.71,0
418,15695632,Dương Văn Huyền,556.0,TP.HCM,Female,39.0,9,89588.35,1,1,1,94898.1,0
419,15659843,Võ Ngọc Lan,643.0,Nghệ An,Female,46.0,6,,2,0,0,106781.59,0
420,15615624,Dương Xuân Khoa,605.0,Lâm Đồng,Female,28.0,6,0.0,2,0,0,159508.52,0
422,15716186,Phạm Phương Hải,586.0,Kiên Giang,Female,,2,0.0,2,1,0,87168.46,0
424,15622834,Ngô Hải Minh,678.0,Bắc Ninh,Female,35.0,4,nan,1,1,0,125518.32,0
425,15566111,Nguyễn Hải Khánh,nan,Long An,Male,112.0,9,nan,1,1,0,,0
426,15784597,Đỗ Ngọc Khánh,648.0,Thanh Hóa,Male,26.0,9,nan,1,1,0,,0
427,15652883,Lý Thanh Khoa,492.0,Nghệ An,Male,39.0,10,nan,2,1,0,148584.61,0
428,15806964,Phạm Văn Huyền,702.0,Bình Dương,Male,45.0,0,80793.58,1,1,1,27474.81,0
429,15576313,Lý Hữu Trang,486.0,Bà Rịa - Vũng Tàu,Female,,9,nan,1,1,0,76192.21,0
432,15743040,Đặng Thanh Khánh,724.0,Thanh Hóa,Male,unknown,2,127892.57,2,0,1,199645.45,0
433,15705521,Trần Hoàng Hà,548.0,Bình Dương,Female,33.0,0,101084.36,1,1,0,42749.85,0
435,15799384,Võ Thùy Minh,683.0,Thanh Hóa,Male,,8,0.0,1,0,0,73564.44,0
436,15581197,Vũ Thanh Anh,762.0,Bà Rịa - Vũng Tàu,Female,51.0,3,99286.98,1,0,1,85578.63,0
437,15693737,Trần Văn Khoa,,Hải Phòng,Female,30.0,4,79871.02,2,1,0,129826.89,0
438,15624623,Dương Thị Mai,,Khánh Hòa,Male,35.0,10,104088.59,2,0,0,119666.0,0
439,15783501,Hoàng Hải Lan,800.0,Bà Rịa - Vũng Tàu,Female,38.0,2,168190.33,2,1,0,68052.08,0
440,15690134,Phạm Phương Thảo,,TP.HCM,Female,42.0,3,85679.25,1,1,1,164104.74,0
441,15782735,Phạm Thị Hà,626.0,Hải Phòng,Female,,3,0.0,1,0,0,80190.36,0
442,15611088,Võ Văn Phúc,790.0,An Giang,Female,31.0,9,nan,2,1,0,84126.75,0
443,15672145,Lý Hoàng Khoa,nan,Hà Nội,Female,,7,121551.58,2,1,1,70179.0,0
444,15732628,Trần Hải Huyền,745.0,Nghệ An,Male,46.0,2,122220.19,1,1,1,118024.1,0
446,15803406,Bùi Phương Minh,748.0,Cần Thơ,Female,26.0,1,77780.29,1,0,1,183049.41,0
447,15730460,Bùi Xuân Hà,722.0,Bắc Ninh,Male,37.0,2,0.0,1,0,0,120906.83,0
448,15644572,Vũ Xuân Hùng,501.0,Nghệ An,Male,40.0,4,125832.2,1,1,1,100433.83,0
450,15658169,Vũ Xuân Minh,778.0,Bắc Ninh,Female,47.0,6,127299.34,2,1,0,124694.99,0
451,15794396,Vũ Hoàng Phúc,,Hải Phòng,Female,38.0,7,174937.64,1,1,0,40084.32,0
452,15785798,Ngô Văn Tuấn,,Đồng Nai,Male,40.0,9,,2,0,1,,0
453,15710825,Hoàng Ngọc Khoa,592.0,Bà Rịa - Vũng Tàu,Male,31.0,7,110071.1,1,0,0,,0
454,15668444,Đỗ Xuân Phúc,,Kiên Giang,Female,,3,139432.37,1,1,0,62222.81,0
455,15726631,Hoàng Minh Hùng,160.0,Bà Rịa - Vũng Tàu,Female,104.0,6,811876.2847617536,1,0,1,,0
456,15733797,Bùi Văn Phúc,506.0,Lâm Đồng,Male,36.0,5,0.0,2,1,0,164253.35,0
457,15747960,Đặng Thanh Thảo,,TP.HCM,Male,,3,0.0,1,1,1,7666.73,0
458,15634632,Trần Hữu Tuấn,711.0,Lâm Đồng,Male,38.0,3,0.0,2,1,0,68487.51,0
460,15662976,Nguyễn Phương Thảo,637.0,Lâm Đồng,Male,37.0,8,0.0,1,1,1,186062.36,0
461,15732778,Hoàng Hải Linh,nan,Thanh Hóa,Male,29.0,1,,2,1,1,,0
462,15718443,Bùi Thanh Nam,,Hà Nội,Male,39.0,3,0.0,2,1,0,36692.17,0
463,15670039,Lý Minh Anh,,Bình Dương,Female,25.0,3,,2,1,0,106920.57,0
465,15613786,Hoàng Ngọc Mai,818.0,Cần Thơ,Male,26.0,4,,2,1,1,167036.94,0
466,15726032,Đỗ Ngọc Anh,608.0,Đồng Nai,Male,33.0,9,,1,1,0,68777.26,0
467,15663252,Võ Thùy Tâm,850.0,Long An,Female,32.0,9,0.0,2,1,1,,0
469,15633283,Vũ Hải Huyền,536.0,An Giang,Male,35.0,8,0.0,2,1,0,64833.28,0
470,15749167,Lý Thanh Phúc,753.0,Đồng Nai,Male,35.0,3,0.0,2,1,1,184843.77,0
471,15759298,Lê Phương Minh,631.0,Nghệ An,Male,27.0,10,134169.62,1,1,1,176730.02,0
473,15635367,Lê Phương Mai,nan,Khánh Hòa,Male,26.0,2,93844.69,1,1,0,28415.36,0
474,15681705,Vũ Thùy Hải,785.0,Bà Rịa - Vũng Tàu,Male,28.0,8,0.0,2,1,0,77231.27,0
475,15603156,Đặng Phương Anh,571.0,Đà Nẵng,Female,33.0,1,0.0,2,1,0,102750.7,0
477,15798888,Đỗ Hoàng Tuấn,605.0,Quảng Ninh,Female,,1,117992.59,1,1,1,183598.77,0
478,15809722,Trần Hoàng Khoa,611.0,Hà Nội,Female,40.0,8,100812.33,2,1,0,147358.27,0
479,15677538,Đỗ Văn Nam,569.0,An Giang,Male,38.0,7,0.0,1,1,1,108469.2,0
480,15797736,Ngô Xuân Anh,658.0,Đà Nẵng,Male,29.0,4,80262.6,1,1,1,20612.82,0
481,15695585,Dương Văn Huyền,788.0,Cần Thơ,Male,34.0,6,156478.62,1,0,1,181196.76,0
482,15744398,Bùi Minh Huyền,525.0,Quảng Ninh,Female,unknown,5,0.0,2,1,0,160249.1,0
483,15750658,Ngô Văn Mai,798.0,An Giang,Male,37.0,8,,3,0,0,110783.28,0
484,15578186,Nguyễn Thùy Tâm,486.0,Cần Thơ,Male,37.0,9,115217.99,2,1,0,144995.33,0
486,15637954,Trần Văn Hùng,730.0,Long An,Female,,0,155470.55,1,1,1,53718.28,0
487,15758639,Đặng Thị Khoa,,Đà Nẵng,Male,37.0,7,0.0,2,1,0,75248.3,0
489,15731744,Đặng Hữu Anh,692.0,Bình Dương,Male,30.0,2,0.0,2,0,1,,0
490,15807709,Đặng Hoàng Dũng,714.0,Thừa Thiên Huế,Female,55.0,9,180075.22,1,1,1,100127.71,0
491,15714689,Trần Văn Khánh,591.0,Hà Nội,Male,29.0,1,97541.24,1,1,1,196356.17,0
492,15699005,Phạm Hải Trang,710.0,Đà Nẵng,Female,41.0,2,156067.05,1,1,1,9983.88,0
493,15624170,Lý Phương Khoa,,Đà Nẵng,Female,38.0,4,81550.94,2,0,1,118974.77,0
496,15804256,Vũ Minh Dũng,765.0,Lâm Đồng,Male,,8,92310.54,2,1,1,72924.56,0
497,15662403,Đỗ Văn Minh,622.0,Bà Rịa - Vũng Tàu,Female,32.0,6,169089.38,2,1,0,101057.95,0
498,15733616,Lý Ngọc Phúc,806.0,Quảng Ninh,Male,unknown,5,80613.93,1,1,1,142838.64,0
499,15591995,Vũ Ngọc Hải,757.0,An Giang,Male,26.0,8,121581.56,2,1,1,127059.04,0
501,15727688,Phạm Phương Lan,555.0,TP.HCM,Male,32.0,4,nan,2,1,1,54405.79,0
502,15715941,Võ Minh Linh,nan,Hà Nội,Male,54.0,5,,2,1,1,88721.84,0
504,15730059,Phạm Ngọc Minh,638.0,Thanh Hóa,Male,44.0,9,77637.35,2,1,1,111346.22,0
505,15715527,Lê Xuân Anh,543.0,Bắc Ninh,Female,41.0,4,,1,0,0,,0
506,15576623,Phạm Hoàng Anh,584.0,Nghệ An,Male,31.0,5,0.0,2,1,0,31474.27,0
507,15805565,Ngô Thị Hà,691.0,Cần Thơ,Male,30.0,7,nan,1,1,0,21198.39,0
508,15677307,Trần Văn Hải,,Cần Thơ,Female,40.0,6,137326.65,1,1,0,186976.6,0
509,15773890,Đỗ Hoàng Hải,733.0,Khánh Hòa,Male,22.0,5,0.0,2,1,1,117202.19,0
510,15598883,Lý Hải Tuấn,599.0,Đồng Nai,Female,37.0,2,0.0,2,1,1,143739.29,0
511,15568506,Hoàng Hoàng Hà,524.0,Bắc Ninh,Female,31.0,10,67238.98,2,1,1,,0
512,15761043,Lê Hữu Khoa,nan,Lâm Đồng,Female,38.0,6,86569.76,2,1,0,98090.91,0
513,15782236,Lý Hải Phúc,735.0,Bà Rịa - Vũng Tàu,Male,unknown,5,,2,0,0,71095.41,0
514,15593601,Võ Phương Hải,nan,Đồng Nai,Male,34.0,6,,1,1,1,13107.24,0
516,15746902,Dương Hải Lan,793.0,Bình Dương,Male,38.0,9,0.0,2,1,0,88225.02,0
518,15781307,Võ Minh Linh,779.0,Cần Thơ,Male,37.0,7,,2,1,0,135925.72,0
520,15745417,Nguyễn Hải Lan,707.0,Bà Rịa - Vũng Tàu,Male,58.0,6,89685.92,1,0,1,126471.13,0
522,15653547,Dương Thị Khoa,247.0,Cần Thơ,Male,126.0,7,1167291.895343462,1,1,1,119175.45,0
523,15595766,Trần Hoàng Trang,527.0,Long An,Male,37.0,5,93722.73,2,1,1,139093.73,0
524,15742358,Ngô Hải Thảo,696.0,Lâm Đồng,Male,32.0,8,101160.99,1,1,1,115916.55,0
525,15763274,Lê Ngọc Khánh,661.0,Đà Nẵng,Male,48.0,3,120320.54,1,0,0,96463.25,0
526,15786063,Phạm Hải Anh,776.0,Quảng Ninh,Female,unknown,2,0.0,2,1,1,,0
527,15600258,Lý Thanh Dũng,701.0,An Giang,Male,43.0,2,0.0,2,1,1,165303.79,0
528,15573318,Đặng Phương Tâm,610.0,Cần Thơ,Male,26.0,8,0.0,2,1,0,,0
530,15694272,Võ Xuân Tâm,247.0,Thanh Hóa,Male,129.0,1,376079.81633130705,1,1,1,77783.35,0
531,15736112,Trần Xuân Tâm,519.0,Hà Nội,Female,57.0,2,119035.35,2,1,1,29871.79,0
532,15749851,Bùi Thùy Linh,702.0,An Giang,Female,26.0,4,135219.57,1,0,1,,0
533,15663478,Ngô Hoàng Trang,729.0,TP.HCM,Male,32.0,6,93694.42,1,1,1,79919.13,0
534,15592300,Nguyễn Thùy Nam,543.0,Lâm Đồng,Male,35.0,10,59408.63,1,1,0,76773.53,0
535,15567832,Trần Minh Phúc,550.0,Đà Nẵng,Female,40.0,7,114354.95,1,1,0,54018.93,0
537,15592846,Đỗ Phương Khánh,639.0,Thanh Hóa,Male,35.0,10,128173.9,2,1,0,59093.39,0
538,15739803,Bùi Hữu Tâm,nan,Long An,Male,34.0,9,,2,1,0,127569.8,0
541,15667896,Ngô Xuân Phúc,833.0,Bà Rịa - Vũng Tàu,Male,37.0,8,151226.18,2,1,1,136129.49,0
542,15626578,Nguyễn Thùy Huyền,622.0,Đà Nẵng,Male,26.0,9,,2,1,1,153237.59,0
543,15776223,Đỗ Tuấn Lan,597.0,An Giang,Female,42.0,4,64740.12,1,1,1,106841.12,0
546,15615457,Nguyễn Văn Hùng,842.0,Cần Thơ,Female,44.0,2,112652.08,2,1,0,126644.98,0
547,15708916,Hoàng Tuấn Nam,587.0,Lâm Đồng,Male,38.0,0,0.0,2,1,0,47414.15,0
548,15720187,Hoàng Xuân Trang,479.0,Quảng Ninh,Female,30.0,7,143964.36,2,1,0,,0
549,15595440,Phạm Thanh Dũng,508.0,Bắc Ninh,Male,49.0,7,122451.46,2,1,1,75808.1,0
550,15600651,Nguyễn Tuấn Lan,749.0,Kiên Giang,Male,24.0,1,0.0,3,1,1,47911.03,0
551,15750141,Đặng Hữu Linh,nan,Khánh Hòa,Female,36.0,3,65253.07,2,1,0,28737.78,0
553,15763063,Trần Thị Hải,685.0,Hà Nội,Female,25.0,10,nan,1,1,0,121562.33,0
554,15709324,Dương Xuân Lan,191.0,Khánh Hòa,Male,unknown,7,0.0,2,1,0,55003.79,0
555,15711309,Bùi Văn Tuấn,nan,An Giang,Male,33.0,3,129834.67,1,1,0,193131.42,0
557,15705515,Đỗ Hoàng Khoa,587.0,Bà Rịa - Vũng Tàu,Male,40.0,5,,2,1,0,159418.1,0
559,15717046,Võ Phương Hà,741.0,Bà Rịa - Vũng Tàu,Male,53.0,3,0.0,2,1,1,38913.68,0
560,15571816,Vũ Xuân Hùng,,Quảng Ninh,Female,70.0,5,0.0,1,1,1,705.18,0
561,15670080,Hoàng Ngọc Tâm,584.0,Đồng Nai,Female,29.0,7,105204.01,1,0,1,138490.03,0
562,15800440,Trần Tuấn Khoa,650.0,Hải Phòng,Male,unknown,1,,1,0,1,82970.69,0
563,15665678,Đỗ Hữu Dũng,607.0,Bình Dương,Male,36.0,8,158261.68,1,1,1,76744.72,0
565,15788126,Phạm Thị Phúc,689.0,Bà Rịa - Vũng Tàu,Female,38.0,6,,1,1,1,12182.15,0
566,15811773,Dương Tuấn Tuấn,543.0,Bình Dương,Male,36.0,4,,2,1,1,141210.5,0
568,15689614,Phạm Tuấn Thảo,687.0,An Giang,Female,63.0,1,,1,1,1,37938.74,0
569,15795564,Trần Phương Minh,110.0,Thanh Hóa,Male,unknown,5,1032162.8874786956,2,1,1,74890.58,0
570,15706647,Bùi Tuấn Phúc,761.0,Thừa Thiên Huế,Male,31.0,7,nan,3,1,1,166698.18,0
571,15728505,Lê Hoàng Linh,,Long An,Male,44.0,1,100486.18,2,1,1,62678.53,0
573,15622003,Võ Thị Minh,nan,Kiên Giang,Male,35.0,9,92566.53,2,1,0,161519.77,0
575,15644753,Võ Minh Linh,848.0,Bắc Ninh,Male,40.0,3,,1,1,1,30876.84,0
576,15653620,Đỗ Hải Tâm,546.0,Bà Rịa - Vũng Tàu,Female,27.0,8,0.0,2,1,1,14858.1,0
577,15761986,Võ Thanh Thảo,,Cần Thơ,Female,32.0,3,138901.61,1,1,0,75685.97,0
578,15633922,Trần Hoàng Linh,755.0,Đà Nẵng,Male,,4,123217.66,2,0,1,144183.1,0
579,15734674,Nguyễn Hải Minh,nan,Đà Nẵng,Female,41.0,6,0.0,1,1,0,65170.66,0
580,15658032,Đỗ Thùy Mai,701.0,Cần Thơ,Male,,2,0.0,2,1,1,82526.92,0
581,15692671,Đặng Hoàng Dũng,701.0,Khánh Hòa,Male,36.0,8,0.0,2,1,0,169161.46,0
583,15576352,Bùi Hải Phúc,586.0,Thừa Thiên Huế,Female,57.0,3,0.0,2,0,1,,0
584,15753719,Hoàng Ngọc Hà,547.0,Đồng Nai,Female,30.0,9,72392.41,1,1,0,77077.14,0
588,15680998,Phạm Xuân Anh,725.0,Bắc Ninh,Male,44.0,5,0.0,1,1,1,117356.14,0
589,15614782,Hoàng Thanh Tâm,526.0,Bình Dương,Male,36.0,1,nan,1,1,0,160696.72,0
592,15604044,Nguyễn Minh Huyền,700.0,Đà Nẵng,Male,38.0,8,134811.3,1,1,0,,0
593,15679587,Lê Văn Dũng,666.0,Quảng Ninh,Female,34.0,9,115897.12,1,1,1,25095.03,0
594,15775153,Hoàng Hữu Anh,630.0,Đà Nẵng,Male,32.0,4,82034.0,1,0,0,146326.45,0
595,15603925,Ngô Tuấn Lan,779.0,Hải Phòng,Female,,4,174318.13,2,0,1,38296.21,0
596,15680970,Bùi Văn Hải,nan,Thanh Hóa,Female,41.0,2,,1,1,0,164061.6,0
597,15697183,Nguyễn Thị Tâm,,An Giang,Male,43.0,9,0.0,2,1,0,107811.28,0
598,15567446,Ngô Ngọc Trang,646.0,Bà Rịa - Vũng Tàu,Male,39.0,9,111574.41,1,1,1,,0
600,15714939,Ngô Thùy Linh,484.0,Kiên Giang,Female,34.0,4,148249.54,1,0,1,33738.27,0
602,15645569,Lê Thanh Thảo,762.0,An Giang,Female,,7,123709.46,2,1,1,169654.57,0
603,15782569,Lý Thị Hà,687.0,Đồng Nai,Female,72.0,9,0.0,1,0,1,69829.4,0
605,15609286,Hoàng Xuân Hùng,702.0,Quảng Ninh,Male,37.0,10,150525.8,1,1,1,94728.49,0
606,15814035,Trần Tuấn Hùng,601.0,Kiên Giang,Male,29.0,9,0.0,1,1,1,80393.27,0
607,15661249,Nguyễn Phương Trang,699.0,Bắc Ninh,Male,53.0,4,0.0,2,0,1,111307.98,0
608,15629117,Võ Hải Lan,584.0,Bắc Ninh,Male,28.0,10,0.0,2,1,0,19834.32,0
609,15607170,Lê Ngọc Nam,699.0,Cần Thơ,Male,35.0,5,0.0,2,1,1,78397.24,0
610,15586585,Lê Hoàng Thảo,698.0,Bắc Ninh,Female,51.0,2,111018.98,1,1,0,,0
611,15686611,Lý Hữu Tâm,495.0,Long An,Male,30.0,10,129755.99,1,0,0,172749.65,0
612,15603203,Võ Tuấn Minh,650.0,Quảng Ninh,Female,27.0,6,0.0,2,1,0,1002.39,0
613,15619857,Trần Hoàng Tâm,605.0,Cần Thơ,Female,64.0,2,129555.7,1,1,1,13601.79,0
614,15805062,Võ Minh Khánh,667.0,Long An,Male,38.0,1,87202.38,1,1,1,77866.91,0
615,15660271,Lý Thùy Hùng,688.0,Long An,Male,26.0,8,146133.39,1,1,1,175296.76,0
617,15719352,Dương Hoàng Minh,754.0,Kiên Giang,Male,39.0,6,170184.99,2,1,0,89593.26,0
619,15594594,Lê Hữu Phúc,546.0,Thanh Hóa,Male,42.0,7,139070.51,1,1,1,86945.0,0
620,15646161,Võ Thùy Khoa,673.0,Nghệ An,Female,37.0,8,,2,1,1,183318.79,0
621,15682585,Vũ Hữu Khoa,593.0,Thừa Thiên Huế,Male,35.0,9,114193.24,1,1,0,71154.1,0
622,15603134,Hoàng Tuấn Anh,656.0,TP.HCM,Female,,10,167878.5,1,0,1,151887.16,0
623,15636444,Hoàng Thị Hùng,535.0,Đà Nẵng,Female,53.0,5,141616.55,2,1,1,75888.65,0
624,15773456,Hoàng Hữu Hà,678.0,An Giang,Male,36.0,3,145747.67,2,0,1,89566.74,0
625,15745307,Ngô Hải Minh,477.0,Quảng Ninh,Female,,2,129120.64,1,0,1,26475.79,0
626,15604119,Hoàng Thùy Khoa,850.0,Bà Rịa - Vũng Tàu,Male,35.0,7,110349.82,1,0,0,126355.8,0
627,15626900,Dương Hải Hà,427.0,Long An,Male,29.0,1,141325.56,1,1,1,93839.3,0
628,15605447,Dương Thị Nam,174.0,Nghệ An,Male,121.0,2,765578.7679345224,1,1,0,7698.6,0
629,15589030,Vũ Xuân Minh,,Bà Rịa - Vũng Tàu,Male,47.0,1,0.0,2,1,1,145593.85,0
